,Athleticism,Ball Handling,BigBoardPosition,Birthday,ClassStatus,College,Defense,DraftClass,Height,High School,Hometown,Intangibles,Jump Shot,Leadership,MockPosition,NBA Ready,Name,Overall,Passing,Position,Potential,Quickness,Scouting_Author,Scouting_Notes,Scouting_Report_Date,Scouting_Strengths,Scouting_Weaknesses,Size,Strength,Weight,url
234,6 ,7 ,28,07/08/94,Sophomore ,UCLA ,8 ,2014,"6-5,",Oak Hill Academy ,"Lawrenceville, GA ",8 ,9 ,8 ,23,8 ,Jordan Adams ,91,8 ,Shooting Guard,7 ,7 ,Rick Pietro,"The prototype of a pure scorer, Jordan Adams didn’t waste time to impose himself as one of the best shot makers in the country … In two years at UCLA on a good or a bad night you could always count on Jordan Adams delivering 15 points … In addition to his ability to score, Jordan is able to bring to the table a desire for winning that led him to grab more than 5 rebounds per game and more than 2 steals per game (top ten in the country above well known great defenders like Aaron Craft) … It is no coincidence that some of the worst games that UCLA had this year, like losses to Duke, Stanford and Washington State happened when Adams had his worst games …",4/1/14,"His greatest attributes are his scoring ability and competitiveness … He is a player who really wants to win and will sell out for the team … Many scorers’ use the defensive end for 35 seconds of rest time, or don’t crash the boards hard … Adams instead seeks an opportunity to score at all time … While on defense he is great in anticipating passing lanes and jumping them to get out on a fast break … He always sprints to the offensive half court to find easy points … On offense he crashes the paint using his big body to finish around the rim … He is also a master of cuts, exploiting his teammate Anderson’s ability to create from the dribble. Adams often back cuts behind his defender for an easy layup … Despite being a scorer, Adams doesn’t dislike passing the ball, finishing the season with more than two assists per game … Perhaps the most effective part of his game is his mid-range game which is reminiscent of Rip Hamilton (though much different body type) … Adams does a great job in reading his defender on screens for jump shots (Alford work with him on reading screens certainly helped him improve this part of his game) and is great in using his strong upper body to put his defender ""in jail"" to finish with floaters or around the rim, though he is not exactly an top athlete … He also has really good post moves for a guard, often taking advantage of smaller guards to score or get fouled …
","As noted Adams isn’t a great athlete. He doesn’t necessarily needs to be a great athlete to succeed in the League, but it will for sure make his life harder when he will have to score in the paint … I’m not sure that he can finish so easily over NBA bigs, he will have to take his mid-range game to an even higher level … And it will make his life a lot harder on the defensive end where he will have to show the ability to stay in front of his opponents … His lateral speed and foot speed aren’t where a NBA coach would like to have it but the strength of his upper body could help to handle the contact … The other knock on his game is how inconsistent he is as a 3pts shooter and particularly on close out situations … According to synergy in those situations when the defender is recovering on him he tends to shoot 81% of the time with very low percentages: 28%, well below average for a guard and clearly not the numbers you would expect from a player like him … He needs to become a much more consistent shooter or decision maker on close outs to be successful in the NBA, where particularly initially he will have to take advantage of those opportunities to show his value before having screens and plays run for him …
",7 ,8 ,209,jordan-adams
235,7 ,6 ,Overall:,06/22/88,Senior ,Ohio St. ,6 ,Big ,"6-6,",Upper Sandusky ,"Upper Sandusky, OH ",8 ,10 ,7 ,72,8 ,Jon Diebler ,86,8 ,Shooting Guard,6 ,6 ,Eric Yearian,Tied Big Ten Conference single game record with 10 three point field goals on 12 attempts against Penn St.,6/7/11,"One of the best three point shooters in the NCAA, hitting over 50% his senior year …  At 6-6, can get his shot up over most defenders … Nearly limitless range on his jumper … Doesn’t get enough credit for his passing ability … High basketball IQ, very effective at finding openings on the perimeter … Complements his jumpshot with very effective pump fakes … Not afraid to put the ball on the floor to create space for himself … Gets down the floor well in transition … Always finds a way to set his feet, allowing him to be effective making moves and shots while off balance … Incredibly efficient scorer, especially for somebody who spends his time on the perimeter…Jumpshot mechanics are impeccable … Takes care of the basketball, averaging less than a turnover a game despite playing big minutes … Excellent shot selection. Rarely takes bad shots … Actually shows surprising leaping ability … 
","Fairly one dimensional player … Thin frame will result in him being pushed around on defense …  Doesn’t possess great speed or quickness … Lacks the speed and athleticism of an NBA guard … Streaky shooter who if he goes cold struggles to impact the game… Not physical. Doesn’t get to the free throw line enough for an 82% shooter … Lacks star power … Limited potential … Looks destined to spend his career as a shooter coming off the bench … Only average lateral quickness will result in him struggling to defend quicker players …
 
",8 ,6 ,197,jon-diebler
236,7 ,7 ,Overall:,06/21/90,Senior ,Florida St. ,6 ,Big ,"6-5,",Rancho Verde ,"Moreno Valley, CA ",7 ,8 ,7 ,72,8 ,Michael Snaer ,85,7 ,Shooting Guard,7 ,7 ,LaWayne McGhee,"Measured 6’5 (in shoes) 201 lbs, with a 6’7 wingspan at the 2012 LeBron James Skills AcademyLed the Seminoles to the school’s first ACC Championship in his junior season … Named to the 2013 Lefty Driesell Defensive All-American Team. Received the Everett Case Award as the Most Valuable Player of the 2012 ACC Tournament. Two-time ACC All-Defensive Team selection, Three-time All-ACC team, All ACC Freshman team his freshman year. All-time NCAA leader with 6 career buzzer-beating, game-winning shots. Averaged 14.8 ppg, 4.5 rpg, 2.5 apg, 1.0 spg, 0.5 bpg, 2.8 TO/pg in his senior season with the Seminoles helping lead the Seminoles to the 2013 NIT tournament.",5/22/13,"Aggressive slasher … Has NBA 3 point range but needs more consistency, primarily will catch and shoot from deep … Strong isolation player who excels in the half court … Can create his own shot off the dribble and has a knack for finding a seam to the rim … Moves well without the ball, runs the baseline well … Good instincts when playing the passing lanes … Has the heart and mental tenacity to take tough late game shots if need be. Has hit a number of game winners throughout his career … Definitely doesn’t seem to shy away from the leadership role … Decent SG size at 6’5 with a 6’7 wingspan … Quickness and athleticism should allow him to compete at the next level … An explosive first step and brings his good lateral quickness and length to the table when guarding on the perimeter, a fearless defender. 
","Shot selection is poor, will force a lot of bad shots in the lane often times, instead of moving the ball … Below average defender, lacks focus, intensity, technique and lateral quickness isn’t great, struggles in isolation … Passing ability isn’t where it could be, especially in traffic. … His forced passes causes lots of careless turnovers … Negative a/to ratio … Needs to develop a consistent 1 and 2 dribble pull-up, mid range jumper … Has trouble finishing at the rim with his left hand, needs to get stronger. NBA level strength is not quite there yet … Could be a bit more aggressive on the glass … Transition efficency is surprisingly poor … Seems to play smaller than his size … Not the most explosive athlete or great at finishing at the rim … Will be 23 by draft night, a year older for a senior …
",7 ,7 ,200,michael-snaer
237,7 ,8 ,28,05/09/91,Senior ,Virginia Tech ,7 ,2013,"6-3,",Paul VI ,"Winchester, VA ",8 ,8 ,8 ,28,8 ,Erick Green ,89,7 ,Point Guard/Shooting Guard,7 ,7 ,Michael Reynolds,"Led the entire nation in scoring, averaging 25.0 ppg for Virginia Tech as a Senior … Measured 6’2.5 (in shoes) 180 lbs, with a 6’6.5 wingspan at the 2012 Deron Williams Skills Academy",5/16/13,"Green exploded onto the scene in this his senior year becoming the leading scorer in all of college basketball while going from being a 2nd round prospect to a likely first round prospect … At 6’4, 185 pounds, Green has below average size for an NBA shooting guard but does have good length … What is so impressive about Green is that he improved his efficiency drastically in each year of his 4-year career … Coming off the bench his freshman year, he shot 29% from the floor, 27.5% from 3 point range, and 68% from the line. His senior year, he improved to 48% from the field on over 17 shots a game, 39% from 3-point range, and 82% from the free throw line. Was a highly efficient player on a high volume of attempts … … An extremely quick and crafty player that pushes the ball in transition attacking the rim, which is when he is at his best … A tremendous 1 on 1 player with a bevy of moves at his disposal … Is comfortable spotting up or shooting off the dribble with solid shooting form. Shows good movement without the ball and uses screens efficiently. Has improved as a passer in his 4 year career, averaging almost 4 his senior year on a solid assist to turnover ratio. Is especially good at finding the open man off of the pick and roll … VT Coach James Johnson is a huge fan of Green’s work ethic and notes his ability to makes smart decisions on the floor.
","A combo ""tweener"" as Green shows much better scoring ability than facilitating and lacks ideal size at the 2 … Only 180-185 pounds with little strength. Will definitely need to get stronger if he wants to keep bigger guards out of the lane and get himself into the paint on offense … Bigger defenders can body Green rather easily and knock him off balance when penetrating … Is a below average finisher with contact and will need to improve his floater to be effective at the next level … There are questions about whether Green will be able to guard any position in the NBA … Will need to keep up his improvement as a passer because he will likely be forced to play some point guard. Although very quick, Green does not possess great jumping ability so will have to learn how to score around bigger and more athletic defenders … Seemed to focus more of his energy on offense this year opposed to defense, leading to less effective numbers on a per minute basis … Green has shown the ability to be effective when having the green light at all times offensively, but how much being relegated to a secondary role will affect his efficency remains to be seen …
",7 ,7 ,180,erick-green
238,8 ,8 ,Overall:,01/17/96,Junior ,Arizona ,7 ,Big ,"6-5,",Findlay Prep ,"Oklahoma City, OK ",6 ,8 ,6 ,67,7 ,Allonzo Trier ,85,7 ,Shooting Guard,7 ,7 ,Ben Parker,"Measured: 6′ 3.75” barefoot, 6′ 5.25” lbs, 198.0, lbs, 6′ 6.75” wingspan, 8′ 2” standing reach, 4.95% body fat,  and 8.25 inch hand length at the 2018 NBA Draft Combine … Measured 6’3.25, 193.5 lbs, with a 6’6 wingspan and 8’4 reach at the 2014 USA U18 tryouts … Measured 6’3 without shoes, 6’4 with shoes, 200 lbs, with a 6’6 wingspan and 8’4 standing reach at the 2014 USA Junior National Team Mini Camp … Was a 5 star recruit coming out of high school and a McDonald’s All American …",6/10/18,"Natural scorer (18.1 points per game) and capable of scoring in a variety of ways … Does a really good job of finishing and making tough shots around the rim … Can finish through contact … Runs the floor well in transition … Court vision is improving (2.7 assists per game in sophomore year; 3.2 assists per game in junior year) … Handles the ball well for a shooting guard … Has a pretty smooth release on his shot … Not a guy you want to leave open from 3-point range (38.0% last season) … Does a good job shooting off the dribble … Knows how to gain separation from defenders … Really good foul shooter, making opponents pay when he gets to the line (86.5%). Good form on his shot … At times, especially earlier in his career showed excellent explosiveness … 
","Needs to do a better job fighting through screens on defense … Tends to reach in a lot on defense without producing turnovers (.6 steals) … Loses his man too often … Lateral quickness on defense needs to improve … Needs to defend guys tighter and not worry about helping too much … Gives guys too much space … Needs to do a better of job of closing out shooters … Unclear if he can hang with NBA guards, especially point guards … Defensive IQ needs to improve … While he handles the ball well for a shooting guard, he doesn’t have point guard level ball handling … At 6’5”, 200 pounds, with a 6’7"" wingpsan, 8’2"" standing reach, Trier has just below average length and size for an NBA 2-guard and would really increase his value if he could run the point … His assist numbers are going up, but they’re still way too low for a point guard … Also needs to add weight and more physical strength … Got suspended to start the year for the use of banned substance … ""While capable of finishing through contact, he doesn’t really seek it … Physicality needs to improve … Needs to have a better nose for the ball (3.0 rebound per game) … Has drawn some critism for not being a team player, not always putting out the right body language and being supportive of teammates … 
Overall: Trier’s ability to score is what puts him on the NBA radar … His shooting percentages are very encouraging … The major concern is whether or not he’s going to be too much of a defensive liability at the next level … If he can improve his defense and figure out how to guard NBA guards, he has the potential to stick in the NBA and find a permanent home …
",7 ,7 ,200,allonzo-trier
239,9 ,7 ,Overall:,11/08/93,International ,France ,6 ,Big ,"6-9,",Team Site Profile,"Cayenne, France ",32,8 ,7 ,26,NA ,Livio Jean-Charles ,75,7 ,Small Forward/Power Forward,NA ,7 ,Aran Smith,Led all players in scoring (27) and rebounding (13) at the 2013 Nike Hoop Summit …,4/24/13,"Livio is a very long (7’2 wingspan) and fluid athlete who plays with high intensity and energy … Excels in the role of garbage man, slashing to the basket and scoring on put backs … Very agile player showing excellent speed in the open floor … A strong defender doing an excellent job of crowding opponents using his great length, reflexes and quick feet … A scorer more than a shooter, but shows the ability to knock down mid-range jumpers with solid form … Crafty around the basket and shows the ability to face up and get by his man and to the rim … Good attitude. Hard working kid who shows the desire to improve … Fits the role well of an energy role player, providing a spark with effort, defense and some scoring, without needing plays called for him …
","A tweener for the NBA. Has the size/length to play the PF position, but is more of a finesse guy who plays well in space instead of banging in the paint … Lacks upper body strength to be able to withstand contact against NBA bigs … Should improve upon post game .. Narrow shoulders, thin bone structure, and therefore doesn’t appear to be the type that can add much upper body muscle mass. Will likely peak at 225-230 lbs … Needs to add more range and consistency to his shot … Not an incredibly explosive athlete, but solid and is very fluid and quick …
",8 ,8 ,217,livio-jean-charles
240,7 ,7 ,Overall:,10/11/97,Sophomore ,Penn State ,7 ,Big ,"6-4,",Roman Catholic ,"Philadelphia, PA ",8 ,8 ,8 ,57,8 ,Tony Carr ,89,7 ,Point Guard,6 ,7 ,William Peter Desautelle III,"Ranked No. 50 in 2016 ESPN Top 100 recruits…ESPN four-star recruit…ESPN top-rated player from Pennsylvania…Named the 2016 Pennsylvania Player of the Year by USA Today and by PA Sports Writers in 2015 and 2016… Helped lead Roman Catholic to back-to-back PIAA AAAA State Championships with teammates Nazeer Bostick and Lamar Stevens…Played with AAU team ""Team Final”…Named to the Big Ten All-Freshman team, the fourth Nittany Lion to be honored…Started all 33 games en route to honorable mention All-Big Ten… Broke the Nittany Lion freshman assist record…First-Team All-Big Ten selection as sophomore, leading conference in scoring at 19.9 points per game …",3/5/18,"In his sophomore season, Tony Carr blossomed into a First-Team All-Big Ten point guard following an up and down freshman season … A big reason for that was his much-improved jump shot, particularly from beyond the arc . Last season Carr shot just 32 percent from downtown on three attempts per game … This year, however, he has ascended his three-point percentage all the way to 46 percent and has done so on just under six attempts per game . Carr’s improved three-point shot has opened up the rest of his offensive arsenal, which allowed prompted him average a Big Ten best 19.9 points per game this season … Carr has very good size and length for a lead guard at 6-5 and can get shots off over smaller defenders … He is an excellent shot creator off the dribble and has become a serious threat to score in the mid-range area via pull-ups, step backs, spin dribbles, etc … When he gets inside the arc he does a great job of using his size and length to shoot over the top of smaller defenders … Carr also can take other guards down in the post, where he is comfortable operating as a scorer or playmaker … He has proficient scoring instincts and understands how to get to spots where he is most effective in different situations … Carr has also improved as a pick-and-roll ball handler and plays with nice patience in the half-court. Rarely does he get too sped up or out of control when coming off of ball screens … Carr is a capable playmaker as well and has improved his assist to turnover ratio in his sophomore season … When he keeps his eyes up and does not try to force the issue, he has shown flashes of solid vision … Carr is a good free-throw shooter as well, at nearly 80 percent for the second season in a row … He his size and length, he has some defensive upside as well, despite not being the most explosive vertical athlete … If he can learn to become more active with his hands on the ball, he could be a guy that records a lot of steals and blocks … Carr is also a good rebounder for a lead guard, averaging nearly five boards per game in each of his first two seasons … He is also clearly not afraid of the big moment, as he made some big time shots late in games this season, most notably to beat Ohio State on the road and one to tie it regulation against Minnesota with time winding down … 
","Carr lacks elite burst off the dribble and does not always explode to the basket when he turns the corner … He is also not the most explosive leaper, which hinders his ability to finish at the rim at times … That will limit his defensive upside in the NBA, as he is not quite big enough to guard NBA two-guards, but he does not have the lateral quickness to consistently stay in front of the dynamic point guards that he will see most nights in the pros … Carr also struggles to score against more physical defenders … Despite having a solid 6-5 foundation to work with, he checks in under 210 pounds and can be pushed off his spots fairly easily, so he will need to add some strength at the next level … There are questions if Carr’s improved shooting may be a bit of a fluke … Mechanically, there are no glaring hitches to his release, but his ball does not have great rotation … Will he be able to get away with this behind a deeper NBA three-point line? The biggest knock on Carr at this stage is his inefficiency … Last year he shot just 37 percent from the field, and while he did improve this season, he still made only a pedestrian 41 percent of his field goal attempts … Carr is much more of a volume scorer, as he had to take a lot of shots from the field in many of his high-scoring games this season … A big reason for that is he does not get to the free-throw line at a high rate … For the second season in a row, Carr attempted just 4.8 free throw attempts per game, which is indicative of his tendency to settle for contested jump shots at times … His shot selection needs some work, as he is a bit ball dominant and often tries to play hero ball instead of running the offense like you typically want from a true point guard … The other major concern with Carr is that, outside of his perimeter shooting, he really has not improved substantially in any area since last year … Obviously, he scored the ball at a higher rate this year, but he made just marginal strides as both a playmaker and a defender … With his limited athleticism, he is going to have to become more than just a volume scorer if he plans to carve out any substantial role for an NBA team … 
",9 ,7 ,200,tony-carr
241,7 ,8 ,N/A,01/09/01,Freshman ,Arizona ,8 ,93,"6-11,",Hopkins ,"Lakeville, MN ",17,9 ,7 ,Overall:,8 ,Zeke Nnaji ,93,22,Power Forward/Center,8 ,8 ,Derek Bast,"Averaged 16.1 PPG, 8.6 RPG, 0.9 BPG, and 0.7 SPG as a freshman at Arizona … Measures at 6’11, 240 pounds … Pac-12 Rookie of the Year … 1st team all Pac-12 …",4/11/20,"Nnaji is a wiry strong, mobile big man who is skilled enough to stretch the floor and threaten with perimeter shooting with a little development … Plays with great passion and intensity, bringing very solid consistency for a player his age (turned 19 in January) … Has great footwork in the post and in the pick and roll/pop game … Excellent rebounder due to his energy, positioning, and length … Averaged over 3 offensive rebounds per game … Solid 7’1 wingspan on a 6’10 frame … Mixes up his variety of post moves well and moves his feet well to pivot to an ideal spot for a hook shot … Smooth shooting stroke that will allow for quick development at the next level … Quick first step off the dribble allows him to drive by taller, less athletic big men … Efficient interior scorer at 58% on the season … Prevents foul trouble with great technique and footwork in the post … Plays under control with good hands and athleticism in the post … Very solid free throw percentage for a big man (76%) … Solid upside. One of the youngest players available in this year’s draft …
","While he has good speed and quickness and plays extremely hard, his upside is limited to some degree by his lack of great explosiveness … One of Nnaji’s main weaknesses is ball security. He turns the ball over (2.2 TPG) entirely too often … Three-point shooting needs to improve at the next level as he shot just 5-17 in his freshman season. He has a solid shot so it will be a matter of working on extending his range through work in the gym … Below average passer who averaged under one assist per game as a freshman … Even with a solid willingness to play physical, he is too lean to compete with some of the elite big men in the NBA … Listed at 240 lbs, but looks lighter. Needs to bulk up if he wants to play consistently in the post … Did not showcase as an elite rim protector at the college level which leaves questions about whether or not he will be able to in the NBA … His inability to block shots at the college level speaks to his lack of great verticality and explosiveness …
Outlook: Proved to be one of the most prolific and productive freshmen in the nation after coming into Arizona as their third highest rated recruit (Mannion, Green) … Shows solid upside as a stretch four if he improves his perimeter shooting … Projected mid-late first round pick … NBA ready player who can become an instant starter in the right situation … Could thrive as a glass cleaner early on as he develops from a center into a stretch four … Did not have a good season shot blocking, (0.9 per game) but with his size, wingspan, and desire, he should be able to improve in this area at the next level …
",7 ,8 ,240,zeke-nnaji
242,10 ,8 ,N/A,07/03/97,International ,France ,6 ,91,"7-2,",Team Site Profile,"Les Abymes, Guadeloupe, France ",73,6 ,7 ,Overall:,8 ,Jonathan Jeanne ,91,7 ,Center,6 ,7 ,Stefanos Makris,"An intriguing prospect … He is still pretty raw, but has a lot of NBA upside … Hasn’t been able to crack the rotation of his new team, Le Mans, this year … Has been a member of the French Junior National Teams … Averaged 8.6 points, 6.7 rebounds and 1.8 blocks per game in 2015 U18 European Championship in 2015 …",2/4/16,"Amazing wingspan (measured at 7-6 feet) … Great shot blocker … Rim Protector … Good weak side defender … Active off the ball defender … Denies passing lanes with his long reach and positions himself well … His size, wingspan and reach make him a tough opponent to score over, because he can either block or alter shots … If he continues working hard he can become a game changer on the defensive end of the floor due to his blocking ability … Good athlete … Great leaping ability … Very mobile for someone his size … Solid coordination for a big man … Runs the floor extremely well … Good lateral quickness … Can defend the Pick and Roll at an acceptable rate … Really energetic on the defensive end when motivated … Can play above the rim … An ideal lob target due to his size, reach and jumping ability … Moves well without the ball … Aggressive offensive rebounder… Nice footwork with his back to the basket … Has the ability to become really good on Pick and Roll situations on the offensive end… Has a nice touch around the basket … Improving mid-range game … He is trying to expand his range to the 3-point line … Above average passer … Solid ball handling …
","He barely weights 200 lbs … He needs to bulk up his body to play at the next level … Has narrow shoulders, so it remains to be seen whether he can really add considerable muscle to his frame nd not lose any of his speed and agility … Has very little lower body strength, which creates balance issues … Must become more physical… Average post-defender… Gets pushed around by stronger players … Relies too much on his long reach… Still adapting to his body … Sometimes he needs time to gather before jumping … He often puts his hand down when he tries to block a shoot, which leads to be called for fouls … Jumps at pump-fakes and hesitations … Has to learn to jump vertically when trying to block a shot to be even more effective … He is marginally average defensive rebounder, mainly because either forgets to box out or gets pushed around … Very raw offensively… Doesn’t have a go-to post-move … He mainly turns to his left shoulder when he posts up the defender, which makes him predictable… Not a good finisher at the rim just yet… Has problems finishing through contact … His shooting form needs some work … Shooting Mechanics aren’t always consistent … Needs to cut down turnovers … Has to learn to set harder screens … Doesn’t always roll hard to the basket when he sets a screen on Pick and Roll situations … Sometimes he struggles to catch the ball … He still has to put a lot of work on his mid-range game …
",8 ,9 ,210,jonathan-jeanne
243,8 ,8 ,Overall:,05/21/92,Senior ,West Virginia ,8 ,Big ,"6-0,",Oak Hill Academy ,"Dayton, OH ",7 ,7 ,8 ,63,8 ,Juwan Staten ,89,7 ,Point Guard,6 ,8 ,David Ray,"Measured 5’11.5’’ tall, weighed in at 186 lbs, and sported a 6’3’’ wingspan at the 2014 Nike Skills Academy. Played his freshman season at Dayton before transferring to West Virginia … All-Big 12 First Team in 2013-14, and 2014-15. ",3/26/15,"West Virginia’s senior floor leader is a gutsy, well rounded scoring oriented point guard … Staten is a terrific ball handler, and has a real knack for creating shots for himself off the dribble … He is very quick laterally, and has good end to end speed as well, both with and without the ball … Juwan has a good mid-range game, and over the past two seasons he’s worked on expanding his range … He has improved his 3 point consistency from his junior season, and is an adequate from the college three point line (.352%) … The 40% he shot from downtown as a Junior was misrepresentative, as he only amassed 15 attempts over the course of the season … From a point guard standpoint, Staten’s ball handling, and care with the basketball suggest he can handle the point in the NBA … He sported a 2.3 assist to TO ratio as a senior … Juwan is an extremely pesky on ball defender, and has had great success in Bob Huggins’ uptempo press heavy defensive system … Staten is an extremely well conditioned player, who despite his small stature is an above average athlete … He’s also had success over the past two years against NBA level talent while emerging as a premiere player in the Big 12 … 
","A small stature is Juwan’s biggest setback when looking to translate to the NBA … He is just 5’11.5’’ tall in shoes, and his wingspan is decent for someone his size, but is still only 6’3’’ … His quickness will help make up for some of these issues, but he’ll be one of the smallest guards in the league if he lands on an NBA roster … He’s also seen major dips in production across the board as a senior … One could argue he sacrificed production for team success, but his dips in shooting percentage are concerning … His FG% dropped 6% from last year, and his free throw percentage this season is a ho hum .689% … Staten has worked on his long range game, but still needs to extend it out past the NBA line … 
Overall: Juwan Staten is a well rounded, experienced point guard who can really create shots for himself at a high level when he’s got a hot hand … He gives maximum effort on the defensive end, and is a very pesky on ball defender … He’ll need to work hard in order to make his long range jumper reliable at an NBA level, but he’s both effective in the mid range, and capable of running an NBA offense … His size is a major setback, but he could still be a good option for a team looking to add depth at the point guard position … He has been considered a potential first rounder by NBA scouts at points during his career, though he’s currently pegged as a likely 2nd rounder … 
",6 ,8 ,190,juwan-staten
244,7 ,8 ,2,09/02/97,Freshman ,Duke ,8 ,2016,"6-9,",Kinston ,"Kinston, NC ",9 ,9 ,8 ,2,8 ,Brandon Ingram ,99,8 ,Small Forward,10 ,8 ,"Overall: Ingram is a player that possesses intriguing upside as he combines superb shooting and a knack for scoring with length … On the surface he has the physical tools to become Kevin Durant 2.0, however Ingram has a long ways to go in his development if he wants to ever reach such a lofty goal. Ingram is going to be the guy for the Duke Blue Devils next season, that should give us our best chance to see just what type of player he can be in the","Kinston, NC native (home of former UNC Tar Heels’ Jerry Stackhouse and Reggie Bullock) bucked popular thought by choosing Duke … Selected to the 2015 McDonald’s All-American, Jordan Brand Classic and NIKE Hoop Summit games … ",NBA.,"Wingspan, wingspan, wingspan, Ingram is all arms right now (measured 6’9.5"" in shoes and a 7’3"" wingspan at the 2015 NIKE Hoop Summit) … Uses his length well to finish at the rim … Plays the game very efficiently … Makes a high number of midrange jumpers … His shooting ability is his standout talent … Range extends to the NBA three point line … Uses size and length to easily shoot over smaller defenders … Good with head fakes to get his defender in the air on the perimeter … Effective at attacking the basket in a straight line … Length and long strides make him a hassle to keep out of the paint … Doesn’t need more than one or two dribbles to attack the basket … Despite lacking strength, he can get to the free throw line at a high rate … Comfortable with the ball in his hands and playing off the ball … Due to his size and length he’s able to see over the defense to distribute the ball … Delivers the ball on target to open teammates … Has a high basketball IQ, good attention to detail … 
","Extremely frail, weighed 196 lbs at the 2015 Nike Hoop Summit … Needs to develop his body and strength in order to handle the physical play at higher levels … Not a strong defender yet … Doesn’t possess great lateral quickness … Often out of place on the defensive end … His footwork when defending on the ball is subpar … Needs to become better at using his left hand, both when dribbling or finishing around the basket … Not an overly explosive athlete … While he plays smoothly, can seem to be playing too slow at times or even come across as lazy … Can develop into a better playmaker … A shy, low key kid, should look to develop into more of a vocal leader … 
",10 ,6 ,195,brandon-ingram
245,6 ,8 ,N/A,11/08/93,Senior ,Gonzaga ,8 ,85,"7-1,",Nicolaus Copernicus ,"Torun, Poland ",6 ,7 ,7 ,Overall:,6 ,Przemek Karnowski ,85,7 ,Center,6 ,6 ,William P. Desautelle III,"Measured 7’1.5 (in shoes) 294 lbs, with a 7’0 wingspan at the 2014 Nike Big Man Skills Academy … Played in the 2011 U18 European Championship in Wroclaw, Poland, where he was named to the All-Star Game and earned MVP honors … Named to WCC All-Freshman Team in 2012-2013 season … 2-time All-WCC First Team selection …",6/8/17,"The Polish big man is the latest in what has become an impressive lineage of frontcourt players at Gonzaga … Over the past few years, the Bulldogs have seen the likes of Kelly Olynyk, Robert Sacre, and Domantas Sabonis go on to have successful NBA careers after departing from Spokane … It takes just one look at Karnowski to realize that he is going to be a handful to guard in the low-post … His 7’1, 300-pound build gave him a sizeable mismatch against just about anybody in college basketball, and he should continue to be able to rely on his size at the next level … It is becoming increasingly difficult to find centers that are good back-to-the-basket post players, but this is one of Karnowski’s greatest strengths … He has great touch around the rim, and he has shot almost 60 percent from the field during his four years at Gonzaga … Karnowski has a high basketball IQ, has great feel for the game on offense, and he does not force many shots … He is also an excellent passer out of the low post and has advanced court vision for a big man … Karnowski is a adequate scorer in the low post, as he shows good footwork and a nice jump hook with either hand … One of the more underappreciated aspects of Karnowski’s game is his ability to set good screens for teammates … Numerous times throughout his career, he did a great job of freeing up teammates for open jump shots or layups off of back screens … Karnowski is also an adequate rebounder, as he averaged just over ten rebounds per 40 minutes this past season for Gonzaga … Although he is limited athletically, he does a nice job of using his size and strength to carve out space down low and get good position … His size also prevents other post players from getting good position on the block against him … Karnowski plays with great motor and consistent effort … Overall, he is a skilled center with a knack for making the right play on both ends of the court … 
","While Karnowski has great size, his athleticism and agility are below average at best … He relies primarily on his massive frame rather than footwork to gain position in the post … His lack of quickness also hinders his ability to get to the free-throw line at a high rate … In four seasons with the ‘Zags, he has never averaged more then 3.4 free throw attempts per contest … When he has gotten to the line, he has never converted consistently (below 60% for career) despite showing nice touch … His lack of adequate quickness and athleticism will lead to numerous limitations on the defensive end at the next level … He struggles to defend quicker and/or more athletic offensive players, and he does not provide much support as a rim protector … His insufficient foot speed can also lead to quick fouls … On the other end of the court, while he has good touch around the basket and solid footwork, he lacks an array of counter moves to utilize … In the NBA, defenders will be bigger, faster, and more athletic, so it will be imperative for him to further expand his low post arsenal … In the national championship game against North Carolina, his inability to score against the superior length and athleticism of the Tar Heels’ frontcourt was evident. Karnowski’s greatest weaknesses in the eyes of NBA teams, however, may have little to do with his skillset … He missed almost all of the 2015-16 season after having back surgery … NBA GMs are always wary of injury-prone big men (e.g. Greg Oden, Joel Embiid, etc.) Another factor Karnowski has working against him is his age. He will be almost 24 by the start of the 2017-18 NBA season, and most NBA teams will opt for the upside of a younger player … While he may be able to contribute for an NBA team, there are simply too many GMs who would be unwilling to select an older center with a history of back problems …
",9 ,9 ,290,przemek-karnowski
