,age,board_rank,draft_year,height,name,negative_report,position,positive_report,school,school_year,weight,wingspan,standing_reach,Rookie_BPM,Rookie_VORP
79,23.7,51.0,2019,80.0,ZYLAN CHEATHAM,"Poor shooter with ugly mechanics even after changing his form. Defenses won’t pay attention to him when he’s spotting up. Turnover prone, as he takes some unnecessary risks as a passer, though it’s one of the byproducts of his playmaking mind-set. Post skills could use work in regard to carving out space and sealing opponents under the rim. He could improve his accuracy on jump hooks. Lacks the bulk to effectively defend traditional bigs with a post game, but he’ll battle.",Forward,"Tireless defender who will bust through screens and close out on shooters like his life depends on it. Has the strength, athleticism, and wingspan to defend across positions and switch screens. Rim protector who hustles for chase-down and weakside blocks; he rotates like he has an innate feel for the play before it happens. An excellent defensive rebounder who can make an outlet pass or take the ball coast to coast himself. Herky-jerky ball handler who uses in-out dribbles and hesitations to penetrate the paint; he can run pick-and-roll and be relied on to make the simple play and difficult cross-court passes. Good screener who could thrive on the short roll, unselfishly passing to open shooters or attacking the basket himself, where he can finish with either hand through contact. Displayed a willingness to change by overhauling his shooting mechanics after transferring; if he learns to shoot, he’ll be tough to handle when attacking closeouts.",Arizona State,NaN,220,84.5,NaN,-10.2,-0.1
80,19.8,52.0,2019,81.5,NAZ REID,"Lack of speed on the post and subpar verticality limits his scoring upside near the rim; he could overpower smaller college defenders, but NBA size will be a challenge. His guardlike habits can be friend or foe; he’s a shaky decision-maker who dribbles into crowds and forces a contested shot. He needs to focus more on making simple plays. Not explosive, which limits his shot-blocking and overall rim-protection potential. You can’t knock the hustle, but he’s sluggish moving laterally on the perimeter despite his efforts; switching onto guards could be problematic and he could fall into foul trouble.",Big,"Ambidextrous finisher around the rim who uses his long arms to extend for layups; he also displays a feel for cutting and consistently hustles in transition. Capable of scoring off the bounce after attacking closeouts and dives out of the pick-and-roll with floaters and touch finishes in the paint. He’s a flat-footed shooter, though his soft touch suggests potential room for significant improvement from 3 and the line. Good ball handler for his size who’s a threat to shoot off the dribble. He’s fluid when transitioning into pull-up and stepback jumpers, or taking the ball to the rim. Has a nose for the ball on rebounds, especially on the offensive boards, where he often chases his own misses.",LSU,freshman,256,87.25,109.0,-1.9,0.0
81,21.8,53.0,2019,77.0,DAQUAN JEFFRIES,"A nonfactor shooting off the dribble, and lacks advanced ballhandling moves to create for himself or others. Could affect his ability to score in the paint at the next level. A solid shooter, but not a knockdown one; he has only above-average touch, though it’s encouraging that he was comfortable from the NBA line at the Portsmouth Invitational Tournament. Despite his vertical athleticism, he has average lateral quickness with stiff hips; with NBA strength and conditioning, it should be a fixable flaw.",Guard,"High-IQ player who rarely commits avoidable mistakes or forces unwarranted shots; he’s an unselfish passer and delivers an accurate ball even off the dribble. Solid spot-up 3-point shooter who’s at his best from a standstill, but the way he hops to set his feet suggests he could get better at shooting off movement. Excellent interior finisher whose patience, pump fakes, and big hands help him control the ball in a crowd—he’s especially explosive when attacking closeouts. Active offensive rebounder and solid screener who excelled playing power forward as a senior; he may be best suited long term as a small-ball big. Strong-bodied defender with a thick frame and good fundamentals. Plus, he constantly communicates and hustles; he’ll fly in for weakside blocks, take a charge, and box out. Attentive off-ball and has good technique on closeouts; a constant threat to jump passing lanes for deflections.",Tulsa,junior,216,83.25,104.0,-2.6,0.0
82,21.8,54.0,2019,77.75,MIYE ONI,"Has stiff shooting mechanics; he lacks the fluidity to be a dynamic shooter off movement in screen and handoff situations. Commits avoidable turnovers due to his loose handle on crossovers and advanced moves; simplifying his role responsibility should help minimize them. Takes off from too far away from the rim on many of his finishes, leading to heavily contested layups. Improving his footwork on drives could enhance his finishing. Lacks experience against top-level competition as an Ivy League player; he has regularly struggled in those matchups, which is worrisome. Inconsistent defender, possibly due to his heavy offensive workload in college, but he'll need to stay locked in to maximize his full defensive tools in the NBA.",Guard,"Strong-bodied wing with long arms and athleticism to finish with power at the rim when he has space in transition; NBA spacing could improve his half-court success. Good spot-up shooter who can hit a standstill 3; he’s also a solid straight-line driver who finishes creatively with both hands around the rim. Smart passer who can accurately deliver complex passes off the dribble; he can throw drive-and-kicks to 3-point shooters or thread the needle with bounce passes to cutters. Good on-ball defender who has quick lateral quickness to stick with wings and some guards; he has good fundamentals fighting through screens. Active defender who makes hustle plays, grabs rebounds, and pursues weakside blocks. He is focused off-ball and displays sound fundamentals rotating and recovering to shooters.",Yale,junior,206,82.75,100.5,-17.3,0.0
83,21.4,55.0,2019,70.75,TREMONT WATERS,"Undersized guards rarely thrive in the NBA: He’ll get picked on defensively, like any small player does. While competitive, he won’t be able to reliably switch screens. Below-the-rim finisher who will need to master his raw floater to be a scoring threat in the paint.",Point Guard,"Controls the game: He skillfully navigates pick-and-rolls and uses his slick handle and sleight of hand to generate passing lanes to find open shooters. Accurate passer off the dribble who makes good decisions. Threat to pull up from deep range to hit 3s off the dribble. He’s a constant threat to pull up. Great spot-up shooter who was rarely used off screens but displays the skills that suggest he can develop shooting prowess off movement. Plays hard on defense; he slithers through screens, stays in his stance, and focuses off the ball.",LSU,sophomore,172,74.25,93.5,-6.5,-0.1
84,23.2,56.0,2019,77.0,JOHN KONCHAR,"Lacks agility as a ball handler and changes directions rather mechanically, which raises questions about his ability to do more off the bounce than attack in a straight line. May struggle to score inside due to his short wingspan and lack of lift; he can finish strong with room to gather and jump, but isn’t a true leaper in a crowded space. Not long or bulky enough to lock down top forwards, and he’s not agile enough to contain most guards, so there might be a defined ceiling to his potential as a defender. Has limited experience against top competition in college; it’s no certainty that his game translates at the highest levels.",Guard,"Good off-ball player who shoots off the catch, willingly screens, crashes the offensive boards, and intelligently times his cuts to get easy baskets at the rim. Served as a primary playmaker in college, and though it won’t be his role in the NBA, he can at least be relied on to make smart plays off the dribble and keep the ball moving. Ambidextrous finisher who attacks going left or right; he lacks shake or elite burst, but his quick first step, dexterity, and feel make him a serviceable live dribble threat. Displayed an aptitude for shooting off movement with handoffs or side-dribble pull-ups, though his current success rate off the dribble from 3 is subpar. Plays hard on defense by rotating, communicating, and staying seated in his on-ball stance.",Purdue Fort Wayne,senior,210,79.0,NaN,5.0,0.3
85,20.4,57.0,2019,79.25,IGNAS BRAZDEIKIS,"Below-the-rim finisher when leaping off one foot in a crowd. He finished well in college, but there will be a significant learning curve against NBA length. Doesn’t create enough separation off the dribble to become a dynamic scorer because of his slow first step, short strides, and average handle. Telegraphs passes when pressured. If he improves, he can be a solid passer within the flow of the offense. Lacks length and lateral quickness: Even when he’s locked in, he tends to get blown by; he’s not quick enough against guards or big enough against forwards. Critical that he masters his defensive fundamentals to stay on the floor. He gets caught off-balance in man-to-man situations and when closing out to contest shooters.",Forward,"Good spot-up shooter who’s capable of hitting one- or two-dribble pull-ups with his lefty stroke. He’s also comfortable attacking closeouts to his left or right with straight-line drives. Instinctual off-ball player who has good timing on cuts, migrates to space behind the arc, screens well, and willingly crashes the offensive boards. Good footwork on drives to the rim and he’s effective finishing with either hand from tough angles below the rim, which helps overcome his lack of quickness. Sprints up the floor in transition to get open for corner 3s. He can push the ball up the floor himself and loves using a right-to-left crossover to get to the rim. Played hard on defense, and rebounds despite being a primary option on offense. He battles against players of different sizes and has the potential to be a solid team defender.",Michigan,freshman,221,81.25,102.0,-8.9,-0.1
86,22.6,58.0,2019,78.5,TERANCE MANN,"Shot the 3 well as a senior, but it came on a low volume. He shot only 32.7 percent from 3 and 67 percent from the line across all four seasons, plus has average touch on layups and floaters. Non-factor shooting off the dribble. Right-hand dominant finisher who would benefit from adding a left to overcome his lack of elite athleticism around the rim. He ran some point in college, but doesn’t project as a primary ball handler in the NBA given his lack of burst and the looseness of his ballhandling. Capable of defending multiple positions, but at what level is the question: He doesn’t quite project as a lockdown guy, and has only an average wingspan.",Guard,"Smart player who keeps the ball moving and has skill passing off the dribble, locating cutters and shooters; he ran a lot of pick-and-roll in college and rarely made silly errors. Active off-ball player who times cuts to catch defenders off guard, and who willingly screens away from the action. Gritty man-to-man defender with a great frame who moves well laterally, can switch screens, and communicates. Loves to battle inside as a rebounder. He’ll box out on defense and crash the boards on offense. High-character person who works hard, makes a difference in the community, and loves the game of basketball.",Florida State,senior,205,79.75,101.0,-3.5,-0.1
87,21.6,59.0,2019,74.0,JUSTIN WRIGHT-FOREMAN,"Forces too many contested midrange jumpers; it was his role at Hofstra, but there will be an adjustment period adapting to a lower-usage role that requires him to take smart shots. Average floor vision. While he can pass, he’ll sometimes throw the ball straight into traffic instead of locating a more open teammate. Streaky shooter who misses wildly on jumpers, including air balls; it could be a mechanical flaw that hasn’t yet impacted his percentages, but it’s noteworthy since his shot is crucial to his success. Undersized player who will get picked on defensively in playoff situations when teams frequently attack the opponent’s weaker links. He played zone in college, so he’ll need to prove he can adapt to a man-to-man scheme, fighting over screens and rotating.",Guard,"Shifty ball handler who gets where he wants on the floor thanks to his slick footwork and tight handle, featuring spins and crossovers; he changes speeds and directions instantly. Knockdown lefty shooter who is fearless off the dribble: He has deep range and can pull up, step back, or sidestep into any shot—especially when going to his right. Impressive at-rim finisher. He can score acrobatically through contact using either hand due to his elite body control and soft touch. Plus, he has an excellent floater. Projects as a versatile off-ball shooter due to his ability to balance himself in midair, though he largely shot off the dribble in college. Underrated passer: He flashes serious playmaking skills by making difficult cross-court passes to shooters and bounce passes to cutters. Strong frame for his height should allow him to at least hold his own defensively, provided he puts in full effort; he had to relax often in college due to his heavy offensive load.",Hofstra,senior,190,NaN,NaN,,
88,22.2,60.0,2019,80.0,SAGABA KONATE,"Average perimeter defender, which is unsurprising considering the bulk he carries. He may not be a player who can switch onto faster players. Very raw at reading the floor and will need to learn how to defend pick-and-roll, something he has very little experience doing. Limited passer, screener, and ball handler. Teams won’t want the ball in his hands much on offense. Slow decision-maker who can mostly only be relied on to make very basic passes at this stage of his career. Brings the ball down to load up for dunks. He needs to learn how to go straight up and take advantage of his quick leaping ability.",Big,"Amazing shot blocker with excellent instincts and fundamentals. Has full command of the rule of verticality, keeping his hands straight up without fouling. Strong post defender. Once his technique improves enough to maximize his low center of gravity, he’ll be like a brick wall inside. Plays his ass off on the perimeter. He closes out, contests shots, and stays in his stance. He’s not quick laterally, but the effort is there. Great rebounder who is a threat for putback dunks. He has strong hands and rarely gets stripped after offensive boards. Solid free throw shooter and midrange shooter with good touch inside. Lob threat, though he needs more experience and coaching in the pick-and-roll. Also didn’t run the floor much in college. Improved his shooting each season and started hitting 3s as a junior, though he toes the line and must extend to NBA range.",West Virginia,junior,250,84.0,106.5,,
89,19.9,1.0,2018,84.0,DEANDRE AYTON,"Gets caught in no-man’s-land too often on defense; are his instincts poor, or does he just need more coaching? Sometimes just flat-out misses on help defense against dribble penetration. Intensity wanes, which has been a knock since he was young; is that because of fatigue, focus, or his mind-set? Low block and steal rates are notable considering his elite measurables and theoretical defensive potential. Occasionally drifts on the perimeter. His hands have improved since high school, but he still occasionally fumbles passes.",Center,"Has wide shoulders and a thick frame with room to add even more muscle. Bouncy athlete vertically, but also very fluid and agile. He has light feet like a dancer, and runs the floor like a T-800 android. Excellent finisher around the rim using either hand. Knows how to use angles and footwork to create space on the post. Effective shooter due to soft touch and good mechanics; his range projects to the NBA 3-point line. Better ball handler attacking from the perimeter than he was able to show at Arizona. Underrated passer who makes accurate outlets and kickouts to shooters and cutters. Stays under control when facing pressure or doubles. Good rebounder due to his sheer athletic advantage. Potentially a super-switchable defender with the length and power to defend true bigs and the lateral quickness to contain wings and guards. Does a good job of altering shots without fouling by keeping his hands straight up and not reaching.",Arizona,freshman,243,89.0,107.0,0.2,1.2
90,19.2,2.0,2018,83.0,MARVIN BAGLEY III,"Not long or thick enough to defend the interior at an elite level, especially against larger centers like Joel Embiid or Karl-Anthony Towns. Questionable defensive instincts; tends to be a beat late on rotations, which raises concerns about his ability to anchor a defense. Subpar shooter with shaky mechanics. Sprays short, long, left, and right on misses. Also struggles from the line. Currently a nonfactor shooting off the dribble. He looks uncomfortable transitioning into the shot on the move. Predictable at-rim finisher since he almost never uses his right hand. Sloppy ball handler and decision-maker in the half court. He’s at his best in the open floor.",Big,"Plays his ass off. Has the potential to be an extremely versatile perimeter defender due to lateral quickness. Good weakside shot blocker who can fly out of nowhere to alter shots. Relentless rebounder with the court awareness to match his quick leaping ability. Coast-to-coast threat due to speed and open-floor ball-handling skills. Could be a multidimensional pick-and-roll threat; has the fluidity to attack the lane, the athleticism to catch lobs, and the shooting form to one day space the floor. Fast-twitch athlete with a lightning-quick first step and fluid body control. If his jumper develops, it will be hard to stop him from getting to the rim. Excellent interior finisher despite left-hand dependence due to his ability to handle contact and score from awkward angles.",Duke,freshman,234,84.5,NaN,-1.0,0.4
91,19.3,3.0,2018,80.0,LUKA DONCIC,"Struggles to contain quicker, more explosive players due to average agility and lateral quickness. Pick-and-roll defense must improve in terms of positioning and fighting over screens. Doesn’t create a ton of separation when turning the corner on drives due to lack of elite burst. Ends up settling for contested midrange pull-ups. Jumper needs some slight adjustments: He occasionally misses left or right. Could stand to speed up his release. Rarely uses his left hand to finish around the rim, which is important to develop for a player who lacks explosiveness inside.",Point Guard,"Transcendent passer: Throws Manu-style overhead whips, accurate cross-court dimes, and no-looks that’ll make highlight reels. Puts perfect velocity and touch on passes, plus has the height to pass over the defense. Surgically navigates pick-and-rolls, snaking to the middle, keeping defenders on his back, and picking defenses apart as a passer. Advanced ball handler for his age with an excellent feel for using crossovers, hesitations, and different speeds. Draws a ton of fouls; knows how to use his thick, strong frame to create and absorb contact. Feathery touch on floaters and layups. His outstanding free throw percentage suggests he can develop into a knockdown shooter. Flashes Harden-like upside on jumpers off the dribble; he can stop abruptly, smoothly step back, and launch. Advanced at using fakes to shake defenses loose when running through screens or cutting. Skilled post player; he uses his excellent footwork to work into turnaround jumpers, up-and-unders, drop steps, and hook shots. Excellent rebounder for his position, and he quickly turns boards into transition offense. Competitive, physical defender who hustles, closes out hard, and battles on switches. Displays a special level of maturity: He’s excelled in the world’s second-best league and come up clutch in tense moments.",Real Madrid / Slovenia,NaN,228,NaN,NaN,3.9,3.4
92,18.8,4.0,2018,83.25,JAREN JACKSON JR.,"Inconsistent rebounder who lacks physicality boxing out; he isn’t the quickest leaper from a standstill position. His lack of mass and strength means that he doesn’t deter opponents from driving the lane. Bites on too many shot fakes. Predictable when asked to create; handle gets too loose in traffic, and he tends to drive left. Average touch on post-ups and tough-angle layups.",Big,"Ambidextrous shot blocker with superb timing and closing speed. Effective when switching ball screens onto guards and wings. Glue-guy skills; cuts well, runs the floor hard, finishes with either hand. Shows flashes finishing with power when he has space, though he must get stronger to finish through contact. Spaces the floor well and shows ability to attack with straight-line drives. Odd shooting mechanics with fling motion on a low release. It works, but he’ll need to show it can translate in the NBA.",Michigan State,freshman,236,89.25,110.0,-0.3,0.7
93,20.1,5.0,2018,84.75,MOHAMED BAMBA,"Lacks the intensity you’d hope for in a defensive anchor. Gets pushed around by stronger players inside the paint. Not the quickest leaper when battling for contested rebounds; usually needs time to gather and launch to elevate. Weak screener with poor technique, which will hinder his pick-and-roll ability until he improves. Lacks the strength to dunk over and through defenders the way explosive NBA rim runners like DeAndre Jordan can. Post-up skills need work; he gets moved off his spots when sealing down low. Only a theoretical shooter. He needs to simplify his mechanics before he can be considered a threat from 3.",Center,"Combines length with excellent coordination, allowing him to block or alter shots with either hand all over the court. Mobile; a potential five-position defender if he masters fundamentals. Long strides enable him to cover a lot of ground when closing out on shooters or sprinting in transition. An ambidextrous finisher who can catch tough passes, though he occasionally fumbles or double clutches. Solid passer who can make basic reads. A curious learner and thinker off the court.",Texas,freshman,226,94.0,115.5,-1.4,0.1
94,19.8,6.0,2018,73.75,TRAE YOUNG,"Low release point on his jumper, which might explain his struggles against stiffer competition and night-and-day inconsistency this season. Questionable shot selection has been an issue since high school. Does he have the willingness to play within a system? Average finisher around the rim due to lack of explosiveness and length; he’ll need to become far craftier to score among the trees. Takes too many careless risks by driving or passing the ball into traffic. Lacks the strength, length, and speed found in most of the NBA’s top point guards. Low-effort defender; combined with his physical shortcomings, he’ll get feasted on if he switches onto larger players.",Point Guard,"At one point this season, he looked like the greatest freshman guard ever, with dynamic, can’t-miss shooting ability from all over the floor. Young’s shooting percentages off the dribble fizzled, but he’s still a player who can get a team a bucket at the end of the clock. Smooth ball handler who uses silky crossovers, hesitations, and different speeds to keep defenders off balance and create space for his shot. Great shooter off the catch with deep range. Good touch on his floater. Potentially an off-ball weapon on handoffs and screens due to his ability to hit tough jumpers by balancing himself midair. Displays good passing vision. Can accurately deliver the ball using either hand off the dribble. Advanced running the pick-and-roll; he understands timing and angles, and how to take advantage of his great handle.",Oklahoma,freshman,178,75.0,95.5,-0.6,0.9
95,19.2,7.0,2018,82.0,WENDELL CARTER JR.,"Suffered an undisclosed foot injury in January at Duke that caused him to miss practice time. Not an above-the-rim player, so his lack of elite athleticism puts a cap on his upside. Has a hitch in his jumper that makes him ineffective off the dribble. Needs to slow down mentally; most of his turnovers come from trying to do too much on the drive or as a passer. Bites for too many pump fakes, which could get him in trouble against savvy veterans.",Center,"Has the soft hands to catch tough passes and the court awareness to quickly finish on dump-offs or in the pick-and-roll. Not an elite athlete, but can finish lobs when he has space. Elevates quickly on layups and putbacks. Good shooter from 3 off the catch, with smooth mechanics that should translate to the NBA line. Versatile interior player who can post or face up from either block. Can finish with either hand, and has a plethora of moves. Great passer for his position who makes quick reads and throws accurate dimes from all areas of the floor. Knows exactly how to position himself on the court on cuts, screens, and rim runs. Excellent rebounder who boxes out and tracks balls out of his area. Effective interior defender who has the strength to neutralize post players and the length to protect the rim. Fluid laterally, with light feet, which gives him the ability to play spot duty with quicker players on switches. He’s not a liability.",Duke,freshman,251,88.5,109.0,-1.6,0.1
96,19.9,8.0,2018,78.0,SHAI GILGEOUS-ALEXANDER,"Average athlete for a guard; doesn’t get much elevation on layup attempts. Solid playmaker, but takes too many careless risks; he must learn how to value possessions. Awkward push shot with a low release when shooting off the catch, so he may need to tweak his mechanics. His pull-up jumper works, but it’s as aesthetically pleasing as Markelle Fultz’s post-shoulder-injury. Can that translate in the NBA? Skinny without a frame ideal for adding muscle; will he be as effective on defense against bulky guards and wings?",Guard,"Plays with fire and energy. Super-active off-ball defender who uses his long arms to get steals, cause deflections, and take away passing angles. Excellent lateral quickness with good fundamentals, which makes him an immediately impactful on-ball defender. Has good touch on his floater and on layups. He shoots well from the line, which suggests he can continue honing his jumper. Slippery ball handler who gets where he wants on the floor and draws a ton of fouls. Displays natural pick-and-roll instincts using hesitations and pace to keep defenders off balance.",Kentucky,freshman,180,83.5,104.0,-0.5,0.8
97,18.9,9.0,2018,81.0,KEVIN KNOX,"Settles for too many midrange jumpers and floaters early in the shot clock. Lacks passing instincts. Average rebounder; teams will be hurting on the boards if they choose to play Knox as a 4 in smaller lineups. Takes too many naps on defense, fails to contest shots, keeps his hands by his side, and rarely makes high-impact or timely plays. Versatility is theoretical; he’s not quick enough to contain elite guards and needs to get a lot stronger to defend interior bigs.",Forward,"Skilled finisher around the rim; uses either hand, can yam on defenders, and has fluid body control driving around opponents. Displays pick-and-roll scoring upside; can pull up, get to the rim, or take advantage of smaller players on a switch. Flashes shooting skills spotting up and running off screens, though his percentages are mediocre. Savvy scorer without the ball; shows a knack for spacing on the perimeter and when to cut. Runs the floor hard in transition. Potentially versatile defender if he locks in — he has the athleticism, length, and lateral quickness.",Kentucky,freshman,213,83.75,108.0,-5.7,-2.0
98,21.8,10.0,2018,79.0,MIKAL BRIDGES,"Lanky upper and lower body may put a cap on his defensive versatility -- can he defend larger forwards? Lacks crafty ball-handling moves and is a subpar shooter off the bounce. Has improved every year in college as a shooter, but may struggle in the NBA due to the hitch in his shot. Doesn’t consistently show a star mentality; vanishes occasionally, despite playing a central role for Villanova.",Small Forward,"Unselfish team player who keeps the ball moving and plays within himself. Competitive, experienced defender who has the speed to contain guards and length to handle wings. Effective catch-and-shooter with NBA range; flashes the body control necessary to develop into a shooter off screens. Attacks with purpose as a straight-line driver; he reads the floor well and can finish at the rim with either hand or with power. Capable of beating mismatches on the low post. Flashes playmaking potential as a passer off the dribble. If his handle improves, he could be a pick-and-roll threat.",Villanova,junior,200,86.0,104.0,-1.6,0.3
99,19.5,11.0,2018,73.5,COLLIN SEXTON,"Forces low-quality shots against rim protection and hoists jumpers early in the clock, rather than making plays for teammates. Lacks pure passing skills; he forces high-risk passes or low-quality shots at a frustrating rate. He can hone his passing ability by improving his accuracy and the velocity he puts on passes. He’ll need to prove he can play a more controlled brand of play within a system. He’s lanky, and will need to get stronger without losing quickness to maximize his defensive potential.",Point Guard,"He’s here to kick ass and chew bubblegum—and that attitude is contagious. He’s a potential lockdown defender against guards due to his lateral quickness, length, and effort. Stays engaged off-ball fighting through screens; he’s always a threat to intercept passes. Shifty ball handler with a quick first step; he gets where he wants on the floor using a litany of advanced moves. Ambidextrous and aggressive finisher at the rim. He would have better percentages in that zone if his shot selection improved. Draws a ton of fouls and shoots well from the line. Possesses a relaxed jumper off both the catch and dribble, with NBA range. Showcases toughness in adverse situations. He once scored 40 points to keep Alabama in a game while playing 3-on-5.",Alabama,freshman,183,79.25,98.5,-4.7,-1.8
100,20.0,12.0,2018,82.75,MICHAEL PORTER JR.,"Underwent back surgery for a spinal disc injury that kept him out for the majority of his freshman season. Suffers from Andrew Wiggins syndrome: He needs to prove he can be more than an inefficient scorer. His lack of advanced ball-handling moves prevents him from getting all the way to the rim or creating space against great defenders. Frustrating shot selection due to his habit of settling for jumpers. Has a good, but not great, first step off the dribble. Lacks passing vision. Questionable physicality. He avoids contact, gets pushed around, and doesn’t grind on defense. Not much of a rebounder, which will make it harder to play small with him.",Forward,"Sweet shooting stroke with a high release and soft touch, both off the catch and off the dribble. Good ball handler in the open floor; can take the ball coast to coast. Effective off-ball player who moves well on cuts and knows how to get himself open for catch-and-shoot 3s. Plays with confidence offensively; never lets mistakes get in the way of making the next play. With solid length and quickness, he’s potentially a versatile defender if his fundamentals improve.",Missouri,freshman,211,84.25,108.5,0.8,0.5
101,21.3,13.0,2018,77.0,JEROME ROBINSON,"Inconsistent shooter in pick-and-roll and isolation situations. He’s able to create space for himself, but he’s not a game-changing bucket-getter. Average finisher against length and athleticism due to lack of lift jumping off one foot, but occasionally shows off acrobatic layups. Forces the issue at times instead of making the simple pass, which could be a byproduct of his role as the go-to scorer. Inconsistent effort on defense, especially when playing off-ball.",Point Guard,"Fluid athlete who changes directions quickly while staying under control. Tight ball handler with a wide array of moves; he especially likes using hesitations, fakes, and in-out dribbles when he’s going left. Uses either hand to finish at the rim with touch, and he occasionally slams down monster dunks when he has space. Great spot-up shooter with a quick release, and he’s just as potent on pull-ups. Has potential shooting off screens and handoffs. Serviceable passer for a wing. Solid defender who can defend both guard spots, though he must get stronger.",Boston College,junior,188,79.25,98.0,-4.7,-0.2
102,19.0,14.0,2018,76.0,ZHAIRE SMITH,Too undersized to be a four-position defender; he’ll need to pack on a lot of muscle. Reluctant shooter with funky mechanics. He’ll need to prove he can hit NBA 3s. Odd tendency to stop the ball and sit in a three-point stance when he should just keep it moving or attack. Lacks ball-handling and shot-creation skills.,Small Forward,"It looks like he’s flying when he jumps. Versatile defender with the speed to contain guards and the strength and length to handle bigger players. Excellent reaction time moving laterally, swiping the ball away in man-to-man situations, or when helping off the weak side. Active, effective rebounder. Tends to make the right play as a passer, though he’s no point guard. Good finisher in the paint off straight-line drives, cuts, lobs, and putbacks. Willing screener; Texas Tech even used him as an on-ball dive man.",Texas Tech,freshman,199,81.75,100.0,-5.0,-0.1
103,20.3,15.0,2018,78.75,MILES BRIDGES,"Length could be problematic in terms of position; his ball handling is best suited for power forward, but he has the reach of a wing. Rarely draws fouls due to his sloppy handle, especially when driving against a set defense or at high speed in transition. Subpar passer who lacks vision when attacking the basket. Can beat mismatches on the post, but lacks any advanced moves against defenders that can match his size and strength. Defensive effort comes and goes; is it because of his offensive workload, his mind-set, or his conditioning?",Forward,"Explosive and ambidextrous finishing around the basket; can hit tough, contested shots against rim protection. Shifty attacking the lane against closeouts; likes to go right, or spin back right when going left. Could have shot-creation potential if he tightens his handle. Good spot-up shooter with compact mechanics. May need to extend his range to the NBA line. Does everything smart role players do: cuts, screens, and completes simple passes. High-energy rebounder who can be inserted at the 4 in smaller lineups. Isn’t overly long, but has the strength, motor, and fundamentals to effectively defend multiple positions.",Michigan State,NaN,220,81.5,103.5,-0.8,0.5
104,21.7,16.0,2018,72.75,AARON HOLIDAY,"Lacks burst and has an average first step with the ball in his hands, which hinders his scoring upside. Struggles against defensive pressure in college are concerning when projecting him against NBA athleticism. Must put more velocity on his passes to avoid deflections and interceptions. His unremarkable measurables will limit him defending elite point guards.",Point Guard,"Dynamic shooter who can splash 3s from NBA range off the catch, the dribble, and screens. Slippery interior finisher who has a soft touch on layups with either hand and floaters to score against length. Intelligently navigates pick-and-rolls to create playmaking angles; can make defenders going under screens pay with his pull-up 3. Unselfish passer with good vision off the dribble; he would’ve posted better assist numbers had he been surrounded by better shooters. Plays hard defensively; he creates deflections, hustles through screens, and knows when to help. Younger brother of Juniore and Justin Holiday.",UCLA,junior,187,79.5,97.0,-1.6,0.1
105,20.7,17.0,2018,81.0,ROBERT WILLIAMS,"Limbs flail when he shoots jumpers. Form and release look different each time. Needs to overhaul his shot form; he brings the ball up the left side of his body, but shoots with his right hand. Doesn’t always do the little things; doesn’t show proper screening technique and rarely seals a defender on the post. Undisciplined defender who reaches too often and falls out of his stance. Only an average rebounder statistically considering his athleticism, though that may be because he played out of position at A&M.",Big,"Elite athlete who is always a threat for lobs via pick-and-roll dives, cuts, or transition rim runs. Bouncy leaper who keeps balls alive on the offensive boards and can throw down explosive dunks even from a standstill. Can put the ball on the floor for one or two dribbles, though he must improve his footwork. Solid passer who recognizes cutters and puts velocity on the ball. Athletic shot blocker who closes gaps in a flash as a help defender. Capable of switching onto guards due to his quickness. Played out of position at Texas A&M in a two-big offense, so will likely produce more effectively in an NBA situation.",Texas A&M,NaN,237,89.0,112.0,1.8,0.3
106,19.8,18.0,2018,79.25,KEVIN HUERTER,"Needs to quicken his shooting form. He brings the ball far out away from his body, which gives defenders an extra beat to contest his release. Lean frame and lack of quickness could make him a defensive liability unless he gets a lot stronger and develops better fundamentals. Takes too many risks as a passer by throwing the ball into traffic.",Shooting Guard,"Excellent spot-up shooter with deep range. No one in the draft is better at hitting off-balance jumpers off screens. Comfortable hitting one-two dribble pull-ups or step-backs from deep. He quickly attacks closeouts rather than holding the ball, is aggressive on straight-line drives, and finishes with either hand inside. Solid passer either off the dribble or when facilitating on the perimeter. He displays a high basketball IQ. Plays hard on defense with good length, instincts, and focus. He’s not afraid to contest a shot even if it means being posterized.",Maryland,NaN,194,79.5,101.5,-2.4,-0.2
107,19.5,19.0,2018,76.5,LONNIE WALKER IV,Underwent surgery for a torn meniscus in his right knee in July 2017. Bad habit of taking off from too far away on layup attempts instead of taking an extra dribble. Settles for too many contested pull-up jumpers and floaters. Lacks feel and passing vision when making plays for others. Doesn’t anticipate cutting lanes or move at an advanced level off-ball. Too lean to be more than a two-position defender despite his length.,Shooting Guard,"Shows knack for shot creation with hesitations and a smooth shooting release off the dribble, but lacks advanced ball-handling moves. Good shooting form and touch, though he needs to quicken his release to avoid getting contested. Miami used him off screens and he displayed advanced footwork, though his shooting percentages on the catch were low. His length, agility, and lateral quickness allow him to effectively defend both guard spots. Skilled chasing shooters through screens and tends to rotate well, though he must work at staying more focused.",Miami,freshman,196,82.25,99.5,-2.4,0.0
